web-scraper-order,web-scraper-start-url,coctail-preview,coctail-preview-href,ingredient,ingredient amount,tool,tool-amount,coctail,recipe-steps,coctail-description,image
"1585859060-196","https://ru.inshaker.com/cocktails?random_page=2000","Эй. Би. Си. Фраппе","https://ru.inshaker.com/cocktails/6-ey-bi-si-frappe","[{""ingredient"":""Лондонский сухой джин""},{""ingredient"":""Абсент""},{""ingredient"":""Ликер трипл сек BOLS""},{""ingredient"":""Сахарный сироп""},{""ingredient"":""Лаймовый сок""},{""ingredient"":""Малина""},{""ingredient"":""Зеленый базилик""},{""ingredient"":""Лед в кубиках""},{""ingredient"":""Дробленый лед""}]","[{""ingredient amount"":""50""},{""ingredient amount"":""10""},{""ingredient amount"":""30""},{""ingredient amount"":""5""},{""ingredient amount"":""30""},{""ingredient amount"":""5""},{""ingredient amount"":""3""},{""ingredient amount"":""200""},{""ingredient amount"":""100""}]","[{""tool"":""Шампанское блюдце""},{""tool"":""Стрейнер""},{""tool"":""Шейкер""},{""tool"":""Джиггер""},{""tool"":""Мадлер""},{""tool"":""Коктейльная ложка""},{""tool"":""Ситечко""}]","[{""tool-amount"":""1""},{""tool-amount"":""1""},{""tool-amount"":""1""},{""tool-amount"":""1""},{""tool-amount"":""1""},{""tool-amount"":""1""},{""tool-amount"":""1""}]","Эй. Би. Си. Фраппе","[{""recipe-steps"":""Наполни шампанское блюдце дробленым льдом, налей абсент 10 мл и отставь в сторону""},{""recipe-steps"":""Положи в шейкер зеленый базилик 5 листиков""},{""recipe-steps"":""Добавь лаймовый сок 30 мл, сахарный сироп 5 мл и подави мадлером""},{""recipe-steps"":""Налей ликер трипл сек 30 мл и джин 50 мл""},{""recipe-steps"":""Наполни шейкер кубиками льда и тщательно взбей""},{""recipe-steps"":""Перемешай лед с абсентом коктейльной ложкой и выброси его из бокала""},{""recipe-steps"":""Перелей коктейль через стрейнер и ситечко в шампанское блюдце""},{""recipe-steps"":""Укрась листиком базилика и ягодой малины""}]","Вам нравятся шорты? Тогда попробуйте этот кислый, цитрусовый и травяной коктейль на основе джина, алкогольный и крепкий.","background-image: url(""/uploads/cocktail/promo/6/1542205048-A.B.C._Frappe-sitepromo-new.jpg"");"
"1585860948-1014","https://ru.inshaker.com/cocktails?random_page=2000","Имбирный чейзер","https://ru.inshaker.com/cocktails/431-imbirnyy-cheyzer","[{""ingredient"":""Золотая текила""},{""ingredient"":""Томатный сок""},{""ingredient"":""Лимонный сок""},{""ingredient"":""Огурец""},{""ingredient"":""Руккола""},{""ingredient"":""Корень имбиря""},{""ingredient"":""Соль""},{""ingredient"":""Черный перец молотый""}]","[{""ingredient amount"":""1""},{""ingredient amount"":""600""},{""ingredient amount"":""180""},{""ingredient amount"":""150""},{""ingredient amount"":""50""},{""ingredient amount"":""400""},{""ingredient amount"":""2""},{""ingredient amount"":""2""}]","[{""tool"":""Кувшин""},{""tool"":""Стопка""},{""tool"":""Пресс для цитрусовых""},{""tool"":""Коктейльная ложка""},{""tool"":""Соковыжималка""}]","[{""tool-amount"":""1""},{""tool-amount"":""2""},{""tool-amount"":""1""},{""tool-amount"":""1""},{""tool-amount"":""1""}]","Имбирный чейзер","[{""recipe-steps"":""Литрового кувшина чейзера хватит, чтобы запить 20 стопок текилы""},{""recipe-steps"":""Положи в соковыжималку корень имбиря 400 г и сделай сок""},{""recipe-steps"":""Налей в кувшин томатный сок 600 мл, имбирный сок 200 мл и лимонный сок 180 мл""},{""recipe-steps"":""Добавь  по щепотке соли и черного перца молотого, мелко нарезанную половинку огурца, рукколу 50 г и аккуратно размешай коктейльной ложкой""},{""recipe-steps"":""Разлей золотую текилу и чейзер по стопкам""},{""recipe-steps"":""Выпей текилу и запей чейзером""}]","Вам нравится чейзер? Тогда попробуйте Имбирный чейзер. Это цитрусовый, травяной, овощной, пряный, соленый и пикантный коктейль на основе текилы, алкогольный и крепкий.","background-image: url(""/uploads/cocktail/promo/431/1542205288-ginger-chaser-promo.jpg"");"
"1585860553-826","https://ru.inshaker.com/cocktails?random_page=2000","Мартини мохитато","https://ru.inshaker.com/cocktails/593-martini-mohitato","[{""ingredient"":""Белый ром Bacardi""},{""ingredient"":""Сухой вермут""},{""ingredient"":""Лимончелло""},{""ingredient"":""Ангостура биттер""},{""ingredient"":""Сахарный сироп""},{""ingredient"":""Содовая""},{""ingredient"":""Лайм""},{""ingredient"":""Мята""},{""ingredient"":""Дробленый лед""}]","[{""ingredient amount"":""40""},{""ingredient amount"":""30""},{""ingredient amount"":""20""},{""ingredient amount"":""1""},{""ingredient amount"":""20""},{""ingredient amount"":""75""},{""ingredient amount"":""20""},{""ingredient amount"":""3""},{""ingredient amount"":""200""}]","[{""tool"":""Хайбол""},{""tool"":""Мадлер""},{""tool"":""Джиггер""},{""tool"":""Коктейльная ложка""},{""tool"":""Трубочки""}]","[{""tool-amount"":""1""},{""tool-amount"":""1""},{""tool-amount"":""1""},{""tool-amount"":""1""},{""tool-amount"":""2""}]","Мартини мохитато","[{""recipe-steps"":""Положи в хайбол мяту 10 листьев, четвертинку лайма и подави мадлером""},{""recipe-steps"":""Наполни хайбол дробленым льдом доверху""},{""recipe-steps"":""Налей сахарный сироп 20 мл, лимончелло 20 мл, сухой вермут 30 мл и белый ром 40 мл""},{""recipe-steps"":""Долей содовую доверху и аккуратно размешай коктейльной ложкой""},{""recipe-steps"":""Досыпь немного дробленого льда""},{""recipe-steps"":""Укрась ангостурой биттер 1 дэш и  веточкой мяты""}]","Вам нравятся твисты на классику и лонги? Тогда попробуйте этот крепкий цитрусовый, мятный и сладкий коктейль на основе рома.","background-image: url(""/uploads/cocktail/promo/593/1542205362-Martini-Mohitato-_promo.jpg"");"
"1585860771-929","https://ru.inshaker.com/cocktails?random_page=2000","Сауэр афериста","https://ru.inshaker.com/cocktails/1381-sauer-aferista","[{""ingredient"":""Граппа""},{""ingredient"":""Соджу""},{""ingredient"":""Ликер юдзу""},{""ingredient"":""Сахарный сироп""},{""ingredient"":""Лаймовый сок""},{""ingredient"":""Вода из цветков апельсина""},{""ingredient"":""Соляная тинктура""},{""ingredient"":""Белок перепелиного яйца""},{""ingredient"":""Хризантема""},{""ingredient"":""Тимьян""},{""ingredient"":""Лед в кубиках""}]","[{""ingredient amount"":""20""},{""ingredient amount"":""20""},{""ingredient amount"":""3""},{""ingredient amount"":""15""},{""ingredient amount"":""20""},{""ingredient amount"":""1""},{""ingredient amount"":""1""},{""ingredient amount"":""30""},{""ingredient amount"":""1""},{""ingredient amount"":""5""},{""ingredient amount"":""200""}]","[{""tool"":""Коктейльный бокал""},{""tool"":""Пресс для цитрусовых""},{""tool"":""Джиггер""},{""tool"":""Шейкер""},{""tool"":""Стрейнер""}]","[{""tool-amount"":""1""},{""tool-amount"":""1""},{""tool-amount"":""1""},{""tool-amount"":""1""},{""tool-amount"":""1""}]","Сауэр афериста","[{""recipe-steps"":""Налей в шейкер белок перепелиного яйца 30 мл, лаймовый сок 20 мл, сахарный сироп 15 мл и ликер юдзу 3 дэш""},{""recipe-steps"":""Добавь воду из цветков апельсина 1 дэш, соляную тинктуру 1 дэш, соджу 20 мл и граппу 20 мл""},{""recipe-steps"":""Тщательно взбей безо льда""},{""recipe-steps"":""Наполни шейкер кубиками льда и взбей еще раз""},{""recipe-steps"":""Перелей через стрейнер в охлажденный коктейльный бокал""},{""recipe-steps"":""Укрась цветком хризантемы и веточкой тимьяна""}]","Вам нравятся твисты на классику и сауэры? Тогда попробуйте этот крепкий кислый коктейль на основе соджу.","background-image: url(""/uploads/cocktail/promo/1381/1542205638-Swindler_sour_960%D1%85600.jpg"");"
"1585858886-114","https://ru.inshaker.com/cocktails?random_page=2000","Античный дайкири","https://ru.inshaker.com/cocktails/81-antichnyy-daykiri","[{""ingredient"":""Белый ром Bacardi""},{""ingredient"":""Зеленый шартрез""},{""ingredient"":""Драмбуи""},{""ingredient"":""Ванильный сироп""},{""ingredient"":""Лаймовый сок""},{""ingredient"":""Лед в кубиках""}]","[{""ingredient amount"":""40""},{""ingredient amount"":""20""},{""ingredient amount"":""20""},{""ingredient amount"":""10""},{""ingredient amount"":""30""},{""ingredient amount"":""200""}]","[{""tool"":""Шампанское блюдце""},{""tool"":""Шейкер""},{""tool"":""Стрейнер""},{""tool"":""Ситечко""},{""tool"":""Джиггер""},{""tool"":""Пресс для цитрусовых""}]","[{""tool-amount"":""1""},{""tool-amount"":""1""},{""tool-amount"":""1""},{""tool-amount"":""1""},{""tool-amount"":""1""},{""tool-amount"":""1""}]","Античный дайкири","[{""recipe-steps"":""Налей в шейкер лаймовый сок 30 мл и ванильный сироп 10 мл""},{""recipe-steps"":""Добавь зеленый шартрез 20 мл, драмбуи 20 мл и белый ром 40 мл""},{""recipe-steps"":""Наполни шейкер кубиками льда и взбей""},{""recipe-steps"":""Перелей через стрейнер и ситечко в охлажденное шампанское блюдце""}]","Вам нравится дайкири? Тогда попробуйте Античный дайкири. Это кислый, цитрусовый, травяной и пряный коктейль на основе рома, алкогольный и крепкий.","background-image: url(""/uploads/cocktail/promo/81/1542205082-Ancient_Daiquiri-sitepromo-new.jpg"");"
"1585858884-113","https://ru.inshaker.com/cocktails?random_page=2000","Королевский сазерак","https://ru.inshaker.com/cocktails/1135-korolevskiy-sazerak","[{""ingredient"":""Абсент""},{""ingredient"":""Ликер драй оранж BOLS""},{""ingredient"":""Пишо биттер""},{""ingredient"":""Лимонная цедра""},{""ingredient"":""Лед в кубиках""}]","[{""ingredient amount"":""15""},{""ingredient amount"":""50""},{""ingredient amount"":""1""},{""ingredient amount"":""2""},{""ingredient amount"":""120""}]","[{""tool"":""Рокс""},{""tool"":""Джиггер""},{""tool"":""Спрейер""},{""tool"":""Нож для цедры""}]","[{""tool-amount"":""1""},{""tool-amount"":""1""},{""tool-amount"":""1""},{""tool-amount"":""1""}]","Королевский сазерак","[{""recipe-steps"":""Наполни рокс кубиками льда доверху""},{""recipe-steps"":""Налей ликер Драй Оранж 50 мл и добавь пишо биттер 1 дэш""},{""recipe-steps"":""Распыли над бокалом абсент""},{""recipe-steps"":""Укрась лимонной цедрой""}]","Вам нравится сазерак? Тогда попробуйте Королевский сазерак. Это крепкий травяной и горький коктейль на основе ликера.","background-image: url(""/uploads/cocktail/promo/1135/1542205571-Royal-sazerac-promo.jpg"");"
"1585860329-730","https://ru.inshaker.com/cocktails?random_page=2000","Цвета осени","https://ru.inshaker.com/cocktails/935-tsveta-oseni","[{""ingredient"":""Цитрусовая водка Finlandia""},{""ingredient"":""Сироп маракуйи""},{""ingredient"":""Яблочный сок""},{""ingredient"":""Клюквенный сок""},{""ingredient"":""Лайм""},{""ingredient"":""Апельсин""},{""ingredient"":""Грейпфрут""},{""ingredient"":""Лед в кубиках""},{""ingredient"":""Дробленый лед""}]","[{""ingredient amount"":""40""},{""ingredient amount"":""20""},{""ingredient amount"":""10""},{""ingredient amount"":""10""},{""ingredient amount"":""20""},{""ingredient amount"":""30""},{""ingredient amount"":""120""},{""ingredient amount"":""200""},{""ingredient amount"":""200""}]","[{""tool"":""Хайбол""},{""tool"":""Шейкер""},{""tool"":""Мадлер""},{""tool"":""Стрейнер""},{""tool"":""Джиггер""},{""tool"":""Трубочки""}]","[{""tool-amount"":""1""},{""tool-amount"":""1""},{""tool-amount"":""1""},{""tool-amount"":""1""},{""tool-amount"":""1""},{""tool-amount"":""2""}]","Цвета осени","[{""recipe-steps"":""Положи в шейкер четвертинку лайма, дольку апельсина, грейпфрута и подави мадлером""},{""recipe-steps"":""Налей яблочный сок 10 мл, клюквенный сок 10 мл, сироп маракуйи 20 мл и цитрусовую водку 40 мл""},{""recipe-steps"":""Наполни шейкер кубиками льда и взбей""},{""recipe-steps"":""Перелей через стрейнер в хайбол""},{""recipe-steps"":""Переложи фрукты из шейкера в хайбол""},{""recipe-steps"":""Наполни хайбол дробленым льдом доверху""},{""recipe-steps"":""Укрась кружком грейпфрута""}]","Вам нравятся лонги? Тогда попробуйте этот цитрусовый, тропический и сладкий коктейль на основе водки, алкогольный и крепкий.","background-image: url(""/uploads/cocktail/promo/935/1542205520-Fall_Colors-promo.jpg"");"
"1585860532-816","https://ru.inshaker.com/cocktails?random_page=2000","Месье Негрони","https://ru.inshaker.com/cocktails/1314-mesie-negroni","[{""ingredient"":""Лондонский сухой джин""},{""ingredient"":""Красный вермут""},{""ingredient"":""Красный биттер Campari""},{""ingredient"":""Домашний кардамоновый биттер""},{""ingredient"":""Домашний цитрусовый биттер""},{""ingredient"":""Апельсиновая цедра""},{""ingredient"":""Ледяной куб""}]","[{""ingredient amount"":""30""},{""ingredient amount"":""30""},{""ingredient amount"":""30""},{""ingredient amount"":""1""},{""ingredient amount"":""1""},{""ingredient amount"":""1""},{""ingredient amount"":""1""}]","[{""tool"":""Рокс""},{""tool"":""Джиггер""},{""tool"":""Коктейльная ложка""},{""tool"":""Нож для цедры""}]","[{""tool-amount"":""1""},{""tool-amount"":""1""},{""tool-amount"":""1""},{""tool-amount"":""1""}]","Месье Негрони","[{""recipe-steps"":""Положи ледяной куб в рокс""},{""recipe-steps"":""Налей в бокал красный вермут 30 мл, красный биттер 30 мл и домашний кардамоновый биттер 1 дэш""},{""recipe-steps"":""Добавь домашний цитрусовый биттер 1 дэш и ботаникал джин 30 мл""},{""recipe-steps"":""Аккуратно размешай коктейльной ложкой""},{""recipe-steps"":""Укрась апельсиновой цедрой""}]","Вам нравится негрони? Тогда попробуйте Месье Негрони. Это травяной и сухой коктейль на основе джина, алкогольный и крепкий.","background-image: url(""/uploads/cocktail/promo/1314/1542205611-Monsieur_Negroni-promo.jpg"");"
"1585859254-288","https://ru.inshaker.com/cocktails?random_page=2000","Обезболивающий батат","https://ru.inshaker.com/cocktails/1351-obezbolivayuschiy-batat","[{""ingredient"":""Выдержанный ром Bacardi""},{""ingredient"":""Пряный ром Bacardi""},{""ingredient"":""Кокосовый ром Bacardi""},{""ingredient"":""Ликер пименто драм""},{""ingredient"":""Апельсиновый сок""},{""ingredient"":""Батат""},{""ingredient"":""Мята""},{""ingredient"":""Мускатный орех молотый""},{""ingredient"":""Кокосовый крем""},{""ingredient"":""Лед в кубиках""}]","[{""ingredient amount"":""20""},{""ingredient amount"":""20""},{""ingredient amount"":""20""},{""ingredient amount"":""10""},{""ingredient amount"":""20""},{""ingredient amount"":""150""},{""ingredient amount"":""3""},{""ingredient amount"":""1""},{""ingredient amount"":""45""},{""ingredient amount"":""200""}]","[{""tool"":""Харрикейн""},{""tool"":""Джиггер""},{""tool"":""Шейкер""},{""tool"":""Ситечко""},{""tool"":""Стрейнер""},{""tool"":""Трубочки""},{""tool"":""Соковыжималка""}]","[{""tool-amount"":""1""},{""tool-amount"":""1""},{""tool-amount"":""1""},{""tool-amount"":""1""},{""tool-amount"":""1""},{""tool-amount"":""2""},{""tool-amount"":""1""}]","Обезболивающий батат","[{""recipe-steps"":""Выжми сок из батата 150 г""},{""recipe-steps"":""Наполни харрикейн дробленым льдом доверху""},{""recipe-steps"":""Налей в шейкер апельсиновый сок 20 мл, сок из батата 60 мл, кокосовый крем 45 мл и ликер Пименто драм 10 мл""},{""recipe-steps"":""Добавь кокосовый ром 20 мл, пряный ром 20 мл и выдержанный ром 20 мл""},{""recipe-steps"":""Тщательно взбей безо льда""},{""recipe-steps"":""Перелей через стрейнер и ситечко в харрикейн""},{""recipe-steps"":""Укрась кружком апельсина и веточкой мяты""}]","Вам нравятся лонги? Тогда попробуйте этот цитрусовый и овощной коктейль на основе рома, алкогольный.","background-image: url(""/uploads/cocktail/promo/1351/1542205625-Sweet_potato_painkiller_960%D1%85600.jpg"");"
"1585860017-583","https://ru.inshaker.com/cocktails?random_page=2000","Кабинет сауэр","https://ru.inshaker.com/cocktails/1370-kabinet-sauer","[{""ingredient"":""Ржаной виски""},{""ingredient"":""Стрега""},{""ingredient"":""Черносмородиновый ли­кер BOLS""},{""ingredient"":""Ангостура биттер""},{""ingredient"":""Сахарный сироп""},{""ingredient"":""Лимонный сок""},{""ingredient"":""Белок перепелиного яйца""},{""ingredient"":""Лед в кубиках""}]","[{""ingredient amount"":""40""},{""ingredient amount"":""10""},{""ingredient amount"":""10""},{""ingredient amount"":""2""},{""ingredient amount"":""10""},{""ingredient amount"":""15""},{""ingredient amount"":""25""},{""ingredient amount"":""200""}]","[{""tool"":""Коктейльный бокал""},{""tool"":""Пресс для цитрусовых""},{""tool"":""Джиггер""},{""tool"":""Шейкер""},{""tool"":""Стрейнер""}]","[{""tool-amount"":""1""},{""tool-amount"":""1""},{""tool-amount"":""1""},{""tool-amount"":""1""},{""tool-amount"":""1""}]","Кабинет сауэр","[{""recipe-steps"":""Налей в шейкер лимонный сок 15 мл, сахарный сироп 10 мл и белок перепелиного яйца 25 мл""},{""recipe-steps"":""Добавь черносмородиновый ликер 10 мл, стрегу 10 мл и ржаной виски 40 мл""},{""recipe-steps"":""Тщательно взбей безо льда""},{""recipe-steps"":""Наполни шейкер кубиками льда и взбей еще раз""},{""recipe-steps"":""Перелей через стрейнер в коктейльный бокал""},{""recipe-steps"":""Укрась ангостурой биттером 2 дэш""}]","Вам нравятся твисты на классику и сауэры? Тогда попробуйте этот кислый коктейль на основе виски, алкогольный и крепкий.","background-image: url(""/uploads/cocktail/promo/1370/1542205633-Kabinet_Sour-promo2.jpg"");"
"1585860572-835","https://ru.inshaker.com/cocktails?random_page=2000","Дайкири с медом и базиликом","https://ru.inshaker.com/cocktails/350-daykiri-s-medom-i-bazilikom","[{""ingredient"":""Белый ром Bacardi""},{""ingredient"":""Медовый сироп""},{""ingredient"":""Лаймовый сок""},{""ingredient"":""Красный базилик""},{""ingredient"":""Лед в кубиках""}]","[{""ingredient amount"":""60""},{""ingredient amount"":""30""},{""ingredient amount"":""15""},{""ingredient amount"":""5""},{""ingredient amount"":""200""}]","[{""tool"":""Шампанское блюдце""},{""tool"":""Мадлер""},{""tool"":""Пресс для цитрусовых""},{""tool"":""Шейкер""},{""tool"":""Ситечко""},{""tool"":""Джиггер""},{""tool"":""Стрейнер""}]","[{""tool-amount"":""1""},{""tool-amount"":""1""},{""tool-amount"":""1""},{""tool-amount"":""1""},{""tool-amount"":""1""},{""tool-amount"":""1""},{""tool-amount"":""1""}]","Дайкири с медом и базиликом","[{""recipe-steps"":""Положи в шейкер красный базилик 6 листьев и подави мадлером""},{""recipe-steps"":""Налей лаймовый сок 15 мл, медовый сироп 30 мл и белый ром 60 мл""},{""recipe-steps"":""Наполни шейкер кубиками льда и взбей""},{""recipe-steps"":""Перелей через стрейнер и ситечко в охлажденное шампанское блюдце""},{""recipe-steps"":""Укрась листьями красного базилика""}]","Вам нравится дайкири? Тогда попробуйте Дайкири с медом и базиликом. Это травяной и сладкий коктейль на основе рома, алкогольный и крепкий.","background-image: url(""/uploads/cocktail/promo/350/1542205233-Basil-Daiquiri-_promo.jpg"");"
"1585860762-925","https://ru.inshaker.com/cocktails?random_page=2000","Мандариновая дива","https://ru.inshaker.com/cocktails/676-mandarinovaya-diva","[{""ingredient"":""Грейпфрутовая водка Finlandia""},{""ingredient"":""Ананасовый сок""},{""ingredient"":""Спрайт""},{""ingredient"":""Ананас""},{""ingredient"":""Лед в кубиках""}]","[{""ingredient amount"":""50""},{""ingredient amount"":""75""},{""ingredient amount"":""75""},{""ingredient amount"":""120""},{""ingredient amount"":""180""}]","[{""tool"":""Хайбол""},{""tool"":""Коктейльная ложка""},{""tool"":""Джиггер""},{""tool"":""Трубочки""}]","[{""tool-amount"":""1""},{""tool-amount"":""1""},{""tool-amount"":""1""},{""tool-amount"":""2""}]","Мандариновая дива","[{""recipe-steps"":""Наполни хайбол кубиками льда доверху""},{""recipe-steps"":""Налей ананасовый сок 75 мл и грейпфрутовую водку 50 мл""},{""recipe-steps"":""Долей спрайт доверху и аккуратно размешай коктейльной ложкой""},{""recipe-steps"":""Укрась кружком ананаса""}]","Вам нравятся лонги, физзы и простые коктейли? Тогда попробуйте этот цитрусовый, тропический и сладкий коктейль на основе водки, алкогольный и слабоалкогольный.","background-image: url(""/uploads/cocktail/promo/676/1542205399-Maleficent-promo.jpg"");"
"1585859899-532","https://ru.inshaker.com/cocktails?random_page=2000","Кокосовая сангрия в кувшине","https://ru.inshaker.com/cocktails/489-kokosovaya-sangriya-v-kuvshine","[{""ingredient"":""Кокосовый ликер BOLS""},{""ingredient"":""Белое вино сухое""},{""ingredient"":""Сахарный сироп""},{""ingredient"":""Содовая""},{""ingredient"":""Апельсин""},{""ingredient"":""Киви""},{""ingredient"":""Клубника""},{""ingredient"":""Лед в кубиках""}]","[{""ingredient amount"":""250""},{""ingredient amount"":""400""},{""ingredient amount"":""50""},{""ingredient amount"":""100""},{""ingredient amount"":""150""},{""ingredient amount"":""120""},{""ingredient amount"":""140""},{""ingredient amount"":""450""}]","[{""tool"":""Кувшин""},{""tool"":""Хайбол""},{""tool"":""Коктейльная ложка""},{""tool"":""Джиггер""},{""tool"":""Трубочки""}]","[{""tool-amount"":""1""},{""tool-amount"":""1""},{""tool-amount"":""1""},{""tool-amount"":""1""},{""tool-amount"":""2""}]","Кокосовая сангрия в кувшине","[{""recipe-steps"":""Литрового кувшина хватит примерно на 4 хайбола""},{""recipe-steps"":""Положи в кувшин нарезанные дольками: половинку апельсина, очищенный киви и клубнику 7 ягод""},{""recipe-steps"":""Налей сахарный сироп 50 мл, белое вино сухое 400 мл, кокосовый ликер 250 мл и содовую 100 мл""},{""recipe-steps"":""Добавь в кувшин немного льда и аккуратно размешай коктейльной ложкой""},{""recipe-steps"":""Дай сангрии настояться примерно 15 минут и пей""}]","Вам нравятся коктейли на компанию и пунши? Тогда попробуйте этот ягодный, тропический и сладкий коктейль на основе вина, алкогольный и слабоалкогольный.","background-image: url(""/uploads/cocktail/promo/489/1542205323-Tropical-Sangria-_promo.jpg"");"
"1585858814-83","https://ru.inshaker.com/cocktails?random_page=2000","Золотое дно","https://ru.inshaker.com/cocktails/421-zolotoe-dno","[{""ingredient"":""Золотая текила""},{""ingredient"":""Сельдерей""},{""ingredient"":""Мед""},{""ingredient"":""Табаско соус красный""}]","[{""ingredient amount"":""50""},{""ingredient amount"":""10""},{""ingredient amount"":""10""},{""ingredient amount"":""3""}]","[{""tool"":""Стопка""}]","[{""tool-amount"":""2""}]","Золотое дно","[{""recipe-steps"":""Налей в стопку золотую текилу 50 мл""},{""recipe-steps"":""Налей в другую стопку мед 10 мл""},{""recipe-steps"":""Добавь табаско соус красный 3 капли и подай с кусочком стебля сельдерея""},{""recipe-steps"":""Выпей текилу и заверши сельдереем для полноты вкуса""}]","Вам нравятся шоты? Тогда попробуйте этот травяной, овощной, пикантный и сладкий коктейль на основе текилы, алкогольный и крепкий.","background-image: url(""/uploads/cocktail/promo/421/1542205283-Bonanza-_promo.jpg"");"
"1585860649-872","https://ru.inshaker.com/cocktails?random_page=2000","Зеленый луч","https://ru.inshaker.com/cocktails/410-zelenyy-luch","[{""ingredient"":""Самбука классическая""},{""ingredient"":""Зеленый шартрез""}]","[{""ingredient amount"":""25""},{""ingredient amount"":""25""}]","[{""tool"":""Стопка""},{""tool"":""Коктейльная ложка""}]","[{""tool-amount"":""1""},{""tool-amount"":""1""}]","Зеленый луч","[{""recipe-steps"":""Налей в стопку самбуку 25 мл""},{""recipe-steps"":""Используя коктейльную ложку, уложи слой зеленого шартреза 25 мл""}]","Вам нравятся простые шоты? Тогда попробуйте этот травяной и пряный коктейль на основе самбуки, алкогольный и крепкий.","background-image: url(""/uploads/cocktail/promo/410/1542205278-Green_Ray-promo.jpg"");"
"1585860737-913","https://ru.inshaker.com/cocktails?random_page=2000","Малиновый слинг","https://ru.inshaker.com/cocktails/571-malinovyy-sling","[{""ingredient"":""Сахарный сироп""},{""ingredient"":""Лимонный сок""},{""ingredient"":""Спрайт""},{""ingredient"":""Малина""},{""ingredient"":""Красный базилик""},{""ingredient"":""Мята""},{""ingredient"":""Лед в кубиках""}]","[{""ingredient amount"":""10""},{""ingredient amount"":""15""},{""ingredient amount"":""150""},{""ingredient amount"":""105""},{""ingredient amount"":""1""},{""ingredient amount"":""1""},{""ingredient amount"":""350""}]","[{""tool"":""Слинг""},{""tool"":""Пресс для цитрусовых""},{""tool"":""Мадлер""},{""tool"":""Стрейнер""},{""tool"":""Ситечко""},{""tool"":""Шейкер""},{""tool"":""Коктейльная ложка""},{""tool"":""Джиггер""},{""tool"":""Трубочки""},{""tool"":""Коктейльная шпажка""}]","[{""tool-amount"":""1""},{""tool-amount"":""1""},{""tool-amount"":""1""},{""tool-amount"":""1""},{""tool-amount"":""1""},{""tool-amount"":""1""},{""tool-amount"":""1""},{""tool-amount"":""1""},{""tool-amount"":""2""},{""tool-amount"":""1""}]","Малиновый слинг","[{""recipe-steps"":""Наполни слинг кубиками льда доверху""},{""recipe-steps"":""Положи в шейкер малину 20 ягод,  базилик красный 1 листик и подави мадлером""},{""recipe-steps"":""Добавь лимонный сок 15 мл и сахарный сироп 10 мл""},{""recipe-steps"":""Наполни шейкер кубиками льда и взбей""},{""recipe-steps"":""Прелей через стрейнер и ситечко в слинг""},{""recipe-steps"":""Долей спрайт доверху и аккуратно размешай коктейльной ложкой""},{""recipe-steps"":""Укрась ягодкой малины на шпажке и веточкой мяты""}]","Вам нравятся лонги, физзы и моктейли? Тогда попробуйте этот ягодный, цитрусовый, травяной и сладкий коктейль на основе газировки, безалкогольный.","background-image: url(""/uploads/cocktail/promo/571/1542205354-Annie-Hall-_promo.jpg"");"
"1585860425-773","https://ru.inshaker.com/cocktails?random_page=2000","Вишневый сауэр","https://ru.inshaker.com/cocktails/272-vishnevyy-sauer","[{""ingredient"":""Шотландский виски""},{""ingredient"":""Сахарный сироп""},{""ingredient"":""Лимонный сок""},{""ingredient"":""Вишневый сок""},{""ingredient"":""Белок перепелиного яйца""},{""ingredient"":""Апельсин""},{""ingredient"":""Коктейльная вишня красная""},{""ingredient"":""Лед в кубиках""}]","[{""ingredient amount"":""50""},{""ingredient amount"":""20""},{""ingredient amount"":""15""},{""ingredient amount"":""30""},{""ingredient amount"":""25""},{""ingredient amount"":""40""},{""ingredient amount"":""5""},{""ingredient amount"":""320""}]","[{""tool"":""Рокс""},{""tool"":""Шейкер""},{""tool"":""Джиггер""},{""tool"":""Пресс для цитрусовых""},{""tool"":""Стрейнер""},{""tool"":""Трубочки""}]","[{""tool-amount"":""1""},{""tool-amount"":""1""},{""tool-amount"":""1""},{""tool-amount"":""1""},{""tool-amount"":""1""},{""tool-amount"":""2""}]","Вишневый сауэр","[{""recipe-steps"":""Наполни рокс кубиками льда доверху""},{""recipe-steps"":""Налей в шейкер белок перепелиного яйца 25 мл, лимонный сок 15 мл, вишневый сок 30 мл, сахарный сироп 20 мл и шотландский виски 50 мл""},{""recipe-steps"":""Наполни шейкер кубиками льда и тщательно взбей""},{""recipe-steps"":""Перелей через стрейнер в рокс""},{""recipe-steps"":""Укрась долькой апельсина и коктейльной вишней""}]","Вам нравятся сауэры? Тогда попробуйте этот цитрусовый коктейль на основе виски, алкогольный и крепкий.","background-image: url(""/uploads/cocktail/promo/272/1542205193-Sour-Cherry-_promo.jpg"");"
